"TWEET_ID","ENT","I","E","IOB_TAG","TYPE"
"1000051905580683264","from","34","38","I","Work"
"1000051905580683264","the","39","42","I","Work"
"1000051905580683264","stage","43","48","I","Work"
"1000051905580683264","at","49","51","I","Work"
"1000051905580683264","the","52","55","I","Work"
"1000051905580683264","Biggest","56","63","I","Work"
"1000051905580683264","Weekend","64","71","I","Work"
"1000053997691121665","Jamie","12","17","B","Contributor"
"1000053997691121665","Cullum","18","24","I","Contributor"
"1000058315081158656","Breabach","12","20","B","Contributor"
"1000058315081158656","Live","23","27","B","Work"
"1000058315081158656","from","28","32","I","Work"
"1000058315081158656","the","33","36","I","Work"
"1000058315081158656","stage","37","42","I","Work"
"1000058315081158656","at","43","45","I","Work"
"1000058315081158656","the","46","49","I","Work"
"1000058315081158656","Biggest","50","57","I","Work"
"1000058315081158656","Weekend","58","65","I","Work"
"1000060245803261958","Moishe's","12","20","B","Contributor"
"1000060245803261958","Bagel","21","26","I","Contributor"
"1000063191794241536","Gaetano","12","19","B","Contributor"
"1000063191794241536","Donizetti","20","29","I","Contributor"
"1000063191794241536","Live","32","36","B","Work"
"1000063191794241536","from","37","41","I","Work"
"1000063191794241536","the","42","45","I","Work"
"1000063191794241536","stage","46","51","I","Work"
"1000063191794241536","at","52","54","I","Work"
"1000063191794241536","the","55","58","I","Work"
"1000063191794241536","Biggest","59","66","I","Work"
"1000063191794241536","Weekend","67","74","I","Work"
"1000067376451407873","Karine","12","18","B","Contributor"
"1000067376451407873","Polwart","19","26","I","Contributor"
"1000067376451407873","Live","29","33","B","Work"
"1000067376451407873","from","34","38","I","Work"
"1000067376451407873","the","39","42","I","Work"
"1000067376451407873","stage","43","48","I","Work"
"1000067376451407873","at","49","51","I","Work"
"1000067376451407873","the","52","55","I","Work"
"1000067376451407873","Biggest","56","63","I","Work"
"1000067376451407873","Weekend","64","71","I","Work"
"1000071192726986752","Leo","12","15","B","Contributor"
"1000071192726986752","Green","16","21","I","Contributor"
"1000071192726986752","and","22","25","I","Contributor"
"1000071192726986752","his","26","29","I","Contributor"
"1000071192726986752","Band","30","34","I","Contributor"
"1000071192726986752","Celebrating","37","48","B","Work"
"1000071192726986752","Andrew","49","55","I","Work"
"1000071192726986752","Lloyd","56","61","I","Work"
"1000071192726986752","Webber","62","68","I","Work"
"1000073343763140608","Duke","12","16","B","Contributor"
"1000073343763140608","Ellington","17","26","I","Contributor"
"1000073343763140608","Duke","29","33","B","Work"
"1000073343763140608","Ellington","34","43","I","Work"
"1000073343763140608","Medley","44","50","I","Work"
"1000074548367319046","Rick","12","16","B","Contributor"
"1000074548367319046","Smith","17","22","I","Contributor"
"1000074548367319046","Evelyn","24","30","B","Contributor"
"1000074548367319046","Glennie","31","38","I","Contributor"
"1000074548367319046","And","41","44","B","Work"
"1000074548367319046","I","45","46","I","Work"
"1000074548367319046","Will","47","51","I","Work"
"1000074548367319046","Kiss","52","56","I","Work"
"1000075793488404480","Leos","12","16","B","Contributor"
"1000075793488404480","Janáček","17","24","I","Contributor"
"1000075793488404480","Brodsky","26","33","B","Contributor"
"1000075793488404480","Quartet","34","41","I","Contributor"
"1000075793488404480","String","44","50","B","Work"
"1000075793488404480","Quartet","51","58","I","Work"
"1000075793488404480","No.","59","62","I","Work"
"1000075793488404480","2","63","64","I","Work"
"1000075793488404480","(Intimate","65","74","I","Work"
"1000075793488404480","Letters)","75","83","I","Work"
"1000077245279502337","Björk","12","17","B","Contributor"
"1000078811080294400","Antonio","12","19","B","Contributor"
"1000078811080294400","Vivaldi","20","27","I","Contributor"
"1000078811080294400","Jacques","29","36","B","Contributor"
"1000078811080294400","Loussier","37","45","I","Contributor"
"1000078811080294400","The","48","51","B","Work"
"1000078811080294400","Four","52","56","I","Work"
"1000078811080294400","Seasons:","57","65","I","Work"
"1000078811080294400","Sum","66","69","I","Work"
"1000079803490422784","John","12","16","B","Contributor"
"1000079803490422784","Williams","17","25","I","Contributor"
"1000079803490422784","Boston","27","33","B","Contributor"
"1000079803490422784","Symphony","34","42","I","Contributor"
"1000079803490422784","Orchestra","43","52","I","Contributor"
"1000079803490422784","Theme","55","60","B","Work"
"1000079803490422784","From","61","65","I","Work"
"1000079803490422784","Schindler'","66","76","I","Work"
"1000080544846278657","Arvo","12","16","B","Contributor"
"1000080544846278657","Pärt","17","21","I","Contributor"
"1000080544846278657","Eesti","23","28","B","Contributor"
"1000080544846278657","Filharmoonia","29","41","I","Contributor"
"1000080544846278657","Kammerkoor","42","52","I","Contributor"
"1000080544846278657","Te","55","57","B","Work"
"1000080544846278657","Deum","58","62","I","Work"
"1000084469091532800","Karine","12","18","B","Contributor"
"1000084469091532800","Polwart","19","26","I","Contributor"
"1000084469091532800","Live","45","49","B","Work"
"1000084469091532800","from","50","54","I","Work"
"1000084469091532800","the","55","58","I","Work"
"1000084469091532800","stage","59","64","I","Work"
"1000084469091532800","a","65","66","I","Work"
"1000087933184020480","Michael","12","19","B","Contributor"
"1000087933184020480","Daugherty","20","29","I","Contributor"
"1000087933184020480","Evelyn","31","37","B","Contributor"
"1000087933184020480","Glennie","38","45","I","Contributor"
"1000087933184020480","Dreamachine","48","59","B","Work"
"1000090604431396864","Leonard","12","19","B","Contributor"
"1000090604431396864","Bernstein","20","29","I","Contributor"
"1000090604431396864","BBC","31","34","B","Contributor"
"1000090604431396864","Scottish","35","43","I","Contributor"
"1000090604431396864","Symphony","44","52","I","Contributor"
"1000090604431396864","Orchestra","53","62","I","Contributor"
"1000090604431396864","I","65","66","B","Work"
"1000090604431396864","Feel","67","71","I","Work"
"1000090604431396864","Pretty","72","78","I","Work"
"1000092238981017601","Frederick","12","21","B","Contributor"
"1000092238981017601","Loewe","22","27","I","Contributor"
"1000092238981017601","BBC","29","32","B","Contributor"
"1000092238981017601","Scottish","33","41","I","Contributor"
"1000092238981017601","Symphony","42","50","I","Contributor"
"1000092238981017601","Orchestra","51","60","I","Contributor"
"1000092238981017601","I","63","64","B","Work"
"1000092238981017601","could","65","70","I","Work"
"1000092238981017601","have","71","75","I","Work"
"1000092238981017601","Danced","76","82","I","Work"
"1000092238981017601","a","83","84","I","Work"
"1000092683015217152","Georges","12","19","B","Contributor"
"1000092683015217152","Bizet","20","25","I","Contributor"
"1000092683015217152","BBC","27","30","B","Contributor"
"1000092683015217152","Scottish","31","39","I","Contributor"
"1000092683015217152","Symphony","40","48","I","Contributor"
"1000092683015217152","Orchestra","49","58","I","Contributor"
"1000092683015217152","Habanera","61","69","B","Work"
"1000094950309138432","James","12","17","B","Contributor"
"1000094950309138432","MacMillan","18","27","I","Contributor"
"1000094950309138432","BBC","29","32","B","Contributor"
"1000094950309138432","Scottish","33","41","I","Contributor"
"1000094950309138432","Symphony","42","50","I","Contributor"
"1000094950309138432","Orchestra","51","60","I","Contributor"
"1000094950309138432","The","63","66","B","Work"
"1000094950309138432","Confession","67","77","I","Work"
"1000094950309138432","of","78","80","I","Work"
"1000094950309138432","Iso","81","84","I","Work"
"1000100705577979904","James","12","17","B","Contributor"
"1000100705577979904","MacMillan","18","27","I","Contributor"
"1000100705577979904","Missa","47","52","B","Work"
"1000100705577979904","Dunelmis","53","61","I","Work"
"1000105317580115968","Johann","12","18","B","Contributor"
"1000105317580115968","Sebastian","19","28","I","Contributor"
"1000105317580115968","Bach","29","33","I","Contributor"
"1000105317580115968","Violin","36","42","B","Work"
"1000105317580115968","Concerto","43","51","I","Work"
"1000105317580115968","in","52","54","I","Work"
"1000105317580115968","A","55","56","I","Work"
"1000106605273370624","Johann","12","18","B","Contributor"
"1000106605273370624","Sebastian","19","28","I","Contributor"
"1000106605273370624","Bach","29","33","I","Contributor"
"1000106605273370624","Martyn","35","41","B","Contributor"
"1000106605273370624","Brabbins","42","50","I","Contributor"
"1000106605273370624","Concerto","53","61","B","Work"
"1000106605273370624","for","62","65","I","Work"
"1000106605273370624","2","66","67","I","Work"
"1000106605273370624","violins","68","75","I","Work"
"1000106831778320384","George","12","18","B","Contributor"
"1000106831778320384","Gershwin","19","27","I","Contributor"
"1000106831778320384","Nigel","29","34","B","Contributor"
"1000106831778320384","Kennedy","35","42","I","Contributor"
"1000106831778320384","They","45","49","B","Work"
"1000106831778320384","Can't","50","55","I","Work"
"1000106831778320384","Take","56","60","I","Work"
"1000106831778320384","that","61","65","I","Work"
"1000106831778320384","Away","66","70","I","Work"
"1000106831778320384","from","71","75","I","Work"
"1000106831778320384","Me","76","78","I","Work"
"1000107080601108480","Johann","12","18","B","Contributor"
"1000107080601108480","Sebastian","19","28","I","Contributor"
"1000107080601108480","Bach","29","33","I","Contributor"
"1000107080601108480","Concerto","36","44","B","Work"
"1000107080601108480","for","45","48","I","Work"
"1000107080601108480","2","49","50","I","Work"
"1000107080601108480","violins","51","58","I","Work"
"1000111991669907456","George","12","18","B","Contributor"
"1000111991669907456","Gershwin","19","27","I","Contributor"
"1000111991669907456","Porgy","30","35","B","Work"
"1000111991669907456","&amp;","36","41","I","Work"
"1000111991669907456","Bess","42","46","I","Work"
"1000114273744556034","George","12","18","B","Contributor"
"1000114273744556034","Gershwin","19","27","I","Contributor"
"1000114273744556034","The","30","33","B","Work"
"1000114273744556034","man","34","37","I","Work"
"1000114273744556034","I","38","39","I","Work"
"1000114273744556034","love","40","44","I","Work"
"1000116503641866240","George","12","18","B","Contributor"
"1000116503641866240","Gershwin","19","27","I","Contributor"
"1000116503641866240","Oh,","30","33","B","Work"
"1000116503641866240","Lady","34","38","I","Work"
"1000116503641866240","Be","39","41","I","Work"
"1000116503641866240","Good","42","46","I","Work"
"1000118658289602563","Django","12","18","B","Contributor"
"1000118658289602563","Reinhardt","19","28","I","Contributor"
"1000118658289602563","Swing","31","36","B","Work"
"1000118658289602563","39","37","39","I","Work"
"1000165200983715840","Claude","12","18","B","Contributor"
"1000165200983715840","Debussy","19","26","I","Contributor"
"1000165200983715840","Javier","28","34","B","Contributor"
"1000165200983715840","Perianes","35","43","I","Contributor"
"1000165200983715840","Preludes,","46","55","B","Work"
"1000165200983715840","Book","56","60","I","Work"
"1000165200983715840","1","61","62","I","Work"
"1000165200983715840","(excerpts)","63","73","I","Work"
"1000168894944940032","Isaac","12","17","B","Contributor"
"1000168894944940032","Albéniz","18","25","I","Contributor"
"1000168894944940032","Javier","27","33","B","Contributor"
"1000168894944940032","Perianes","34","42","I","Contributor"
"1000168894944940032","El","45","47","B","Work"
"1000168894944940032","Albaicín","48","56","I","Work"
"1000168894944940032","(Iberia,","57","65","I","Work"
"1000168894944940032","Book","66","70","I","Work"
"1000168894944940032","3)","71","73","I","Work"
"1000170812132003840","Manuel","12","18","B","Contributor"
"1000170812132003840","de","19","21","I","Contributor"
"1000170812132003840","Falla","22","27","I","Contributor"
"1000170812132003840","Javier","29","35","B","Contributor"
"1000170812132003840","Perianes","36","44","I","Contributor"
"1000170812132003840","El","47","49","B","Work"
"1000170812132003840","Amor","50","54","I","Work"
"1000170812132003840","brujo","55","60","I","Work"
"1000170812132003840","(Suite)","61","68","I","Work"
"1000174202727616513","Franz","12","17","B","Contributor"
"1000174202727616513","Schubert","18","26","I","Contributor"
"1000174202727616513","Javier","28","34","B","Contributor"
"1000174202727616513","Perianes","35","43","I","Contributor"
"1000174202727616513","Piano","46","51","B","Work"
"1000174202727616513","sonata","52","58","I","Work"
"1000174202727616513","in","59","61","I","Work"
"1000174202727616513","B","62","63","I","Work"
"1000174202727616513","flat,","64","69","I","Work"
"1000174202727616513","D","70","71","I","Work"
"1000174202727616513","960","72","75","I","Work"
"1000183655648694272","Manuel","12","18","B","Contributor"
"1000183655648694272","de","19","21","I","Contributor"
"1000183655648694272","Falla","22","27","I","Contributor"
"1000183655648694272","Javier","29","35","B","Contributor"
"1000183655648694272","Perianes","36","44","I","Contributor"
"1000183655648694272","Serenata","47","55","B","Work"
"1000183655648694272","andaluza","56","64","I","Work"
"1000184925201551360","Manuel","12","18","B","Contributor"
"1000184925201551360","de","19","21","I","Contributor"
"1000184925201551360","Falla","22","27","I","Contributor"
"1000184925201551360","Philip","29","35","B","Contributor"
"1000184925201551360","Pavlov","36","42","I","Contributor"
"1000184925201551360","Noches","45","51","B","Work"
"1000184925201551360","en","52","54","I","Work"
"1000184925201551360","los","55","58","I","Work"
"1000184925201551360","jardine","59","66","I","Work"
"1000190842588618752","Joaquín","12","19","B","Contributor"
"1000190842588618752","Rodrigo","20","27","I","Contributor"
"1000190842588618752","Goran","29","34","B","Contributor"
"1000190842588618752","Listes","35","41","I","Contributor"
"1000190842588618752","3","44","45","B","Work"
"1000190842588618752","Piezas","46","52","I","Work"
"1000190842588618752","espanolas","53","62","I","Work"
"1000190842588618752","for","63","66","I","Work"
"1000190842588618752","guitar","67","73","I","Work"
"1000194294937014274","Traditional","12","23","B","Contributor"
"1000194294937014274","Catalan","24","31","I","Contributor"
"1000194294937014274","Geoffrey","33","41","B","Contributor"
"1000194294937014274","Parsons","42","49","I","Contributor"
"1000194294937014274","Rossinyol","52","61","B","Work"
"1000194847884611584","Darius","12","18","B","Contributor"
"1000194847884611584","Milhaud","19","26","I","Contributor"
"1000194847884611584","BBC","28","31","B","Contributor"
"1000194847884611584","Concert","32","39","I","Contributor"
"1000194847884611584","Orchestra","40","49","I","Contributor"
"1000194847884611584","""La","52","55","B","Work"
"1000194847884611584","Cheminée","56","64","I","Work"
"1000194847884611584","du","65","67","I","Work"
"1000194847884611584","Roi","68","71","I","Work"
"1000194847884611584","René""","72","77","I","Work"
"1000194847884611584","(excerpt","78","86","I","Work"
"1000194847884611584","fro","87","90","I","Work"
"1000195149245440000","Igor","12","16","B","Contributor"
"1000195149245440000","Stravinsky","17","27","I","Contributor"
"1000195149245440000","Symphony","30","38","B","Work"
"1000195149245440000","in","39","41","I","Work"
"1000195149245440000","C","42","43","I","Work"
"1000202825664749569","Wolfgang","12","20","B","Contributor"
"1000202825664749569","Amadeus","21","28","I","Contributor"
"1000202825664749569","Mozart","29","35","I","Contributor"
"1000202825664749569","BBC","37","40","B","Contributor"
"1000202825664749569","Singers","41","48","I","Contributor"
"1000202825664749569","Mass","51","55","B","Work"
"1000202825664749569","in","56","58","I","Work"
"1000202825664749569","C","59","60","I","Work"
"1000202825664749569","minor","61","66","I","Work"
"1000202825664749569","'Grea","67","72","I","Work"
"1000215800630956033","Johann","12","18","B","Contributor"
"1000215800630956033","Sebastian","19","28","I","Contributor"
"1000215800630956033","Bach","29","33","I","Contributor"
"1000215800630956033","Mahan","35","40","B","Contributor"
"1000215800630956033","Esfahani","41","49","I","Contributor"
"1000215800630956033","Capriccio","52","61","B","Work"
"1000215800630956033","for","62","65","I","Work"
"1000215800630956033","keyboard","66","74","I","Work"
"1000215800630956033","(","75","76","I","Work"
"1000217250509606912","Malcolm","12","19","B","Contributor"
"1000217250509606912","Arnold","20","26","I","Contributor"
"1000217250509606912","Ariart","28","34","B","Contributor"
"1000217250509606912","Woodwind","35","43","I","Contributor"
"1000217250509606912","Quintet","44","51","I","Contributor"
"1000217250509606912","Three","54","59","B","Work"
"1000217250509606912","Shanties","60","68","I","Work"
"1000217250509606912","for","69","72","I","Work"
"1000217250509606912","wi","73","75","I","Work"
"1000219327830818821","Guillaume","12","21","B","Contributor"
"1000219327830818821","de","22","24","I","Contributor"
"1000219327830818821","Machaut","25","32","I","Contributor"
"1000219327830818821","Oxford","34","40","B","Contributor"
"1000219327830818821","Camerata","41","49","I","Contributor"
"1000219327830818821","Ballade","52","59","B","Work"
"1000219327830818821","32,","60","63","I","Work"
"1000219327830818821","'Ploures,","64","73","I","Work"
"1000222159921451008","Barbara","12","19","B","Contributor"
"1000222159921451008","Strozzi","20","27","I","Contributor"
"1000222159921451008","Susanne","29","36","B","Contributor"
"1000222159921451008","Rydén","37","42","I","Contributor"
"1000222159921451008","""Lagrime","45","53","B","Work"
"1000222159921451008","mie""","54","58","I","Work"
"1000223834853838848","Marcel","12","18","B","Contributor"
"1000223834853838848","Poot","19","23","I","Contributor"
"1000223834853838848","Brussels","25","33","B","Contributor"
"1000223834853838848","Philharmonic","34","46","I","Contributor"
"1000223834853838848","A","49","50","B","Work"
"1000223834853838848","Cheerful","51","59","I","Work"
"1000223834853838848","overture","60","68","I","Work"
"1000223834853838848","f","69","70","I","Work"
"1000225356404740096","Alexander","12","21","B","Contributor"
"1000225356404740096","Tekeliev","22","30","I","Contributor"
"1000225356404740096","Detelina","32","40","B","Contributor"
"1000225356404740096","Ivanova","41","48","I","Contributor"
"1000225356404740096","Motor","51","56","B","Work"
"1000226333954371587","Giacomo","12","19","B","Contributor"
"1000226333954371587","Puccini","20","27","I","Contributor"
"1000226333954371587","Moyzesovo","29","38","B","Contributor"
"1000226333954371587","kvarteto","39","47","I","Contributor"
"1000226333954371587","Crisantemi","50","60","B","Work"
"1000226333954371587","(Chrysanthemums)","61","77","I","Work"
"1000227995351683073","Hildegard","12","21","B","Contributor"
"1000227995351683073","von","22","25","I","Contributor"
"1000227995351683073","Bingen","26","32","I","Contributor"
"1000227995351683073","Elizabeth","34","43","B","Contributor"
"1000227995351683073","Gaver","44","49","I","Contributor"
"1000227995351683073","O","52","53","B","Work"
"1000227995351683073","vis","54","57","I","Work"
"1000227995351683073","aeternitatis","58","70","I","Work"
"1000227995351683073","(R","71","73","I","Work"
"1000230116209938432","Mieczyslaw","12","22","B","Contributor"
"1000230116209938432","Karlowicz","23","32","I","Contributor"
"1000230116209938432","Chant","35","40","B","Work"
"1000230116209938432","de","41","43","I","Work"
"1000230116209938432","l'eternelle","44","55","I","Work"
"1000233072497954821","Wolfgang","12","20","B","Contributor"
"1000233072497954821","Amadeus","21","28","I","Contributor"
"1000233072497954821","Mozart","29","35","I","Contributor"
"1000233072497954821","Divertimento","38","50","B","Work"
"1000233072497954821","in","51","53","I","Work"
"1000233072497954821","B","54","55","I","Work"
"1000233072497954821","fla","56","59","I","Work"
"1000236426464841728","Johann","12","18","B","Contributor"
"1000236426464841728","Sebastian","19","28","I","Contributor"
"1000236426464841728","Bach","29","33","I","Contributor"
"1000236426464841728","Andreas","35","42","B","Contributor"
"1000236426464841728","Staier","43","49","I","Contributor"
"1000236426464841728","Fantasia","52","60","B","Work"
"1000236426464841728","(and","61","65","I","Work"
"1000236426464841728","unfinished","66","76","I","Work"
"1000238196595331073","Antonín","12","19","B","Contributor"
"1000238196595331073","Dvořák","20","26","I","Contributor"
"1000238196595331073","Notturno","29","37","B","Work"
"1000238196595331073","in","38","40","I","Work"
"1000238196595331073","B","41","42","I","Work"
"1000238196595331073","major","43","48","I","Work"
"1000238196595331073","(","49","50","I","Work"
"1000240090382299136","Benjamin","12","20","B","Contributor"
"1000240090382299136","Britten","21","28","I","Contributor"
"1000240090382299136","Roger","30","35","B","Contributor"
"1000240090382299136","Vignoles","36","44","I","Contributor"
"1000240090382299136","A","47","48","B","Work"
"1000240090382299136","Charm","49","54","I","Work"
"1000240090382299136","of","55","57","I","Work"
"1000240090382299136","lullabies","58","67","I","Work"
"1000243187393466368","Henri","12","17","B","Contributor"
"1000243187393466368","Sauguet","18","25","I","Contributor"
"1000243187393466368","CBC","27","30","B","Contributor"
"1000243187393466368","Radio","31","36","I","Contributor"
"1000243187393466368","Orchestra","37","46","I","Contributor"
"1000243187393466368","La","49","51","B","Work"
"1000243187393466368","Nuit","52","56","I","Work"
"1000243187393466368","(1929)","57","63","I","Work"
"1000246325542256640","Ludwig","12","18","B","Contributor"
"1000246325542256640","van","19","22","I","Contributor"
"1000246325542256640","Beethoven","23","32","I","Contributor"
"1000246325542256640","Quartet","35","42","B","Work"
"1000246325542256640","for","43","46","I","Work"
"1000246325542256640","strings","47","54","I","Work"
"1000246325542256640","i","55","56","I","Work"
"1000256470070562816","Carl","12","16","B","Contributor"
"1000256470070562816","Czerny","17","23","I","Contributor"
"1000256470070562816","Symphony","26","34","B","Work"
"1000256470070562816","no.6","35","39","I","Work"
"1000256470070562816","in","40","42","I","Work"
"1000256470070562816","G","43","44","I","Work"
"1000256470070562816","mi","45","47","I","Work"
"1000257747043127297","Johannes","12","20","B","Contributor"
"1000257747043127297","Brahms","21","27","I","Contributor"
"1000257747043127297","Teunis","29","35","B","Contributor"
"1000257747043127297","van","36","39","I","Contributor"
"1000257747043127297","der","40","43","I","Contributor"
"1000257747043127297","Zwart","44","49","I","Contributor"
"1000257747043127297","Horn","52","56","B","Work"
"1000257747043127297","Trio","57","61","I","Work"
"1000257747043127297","in","62","64","I","Work"
"1000257747043127297","E","65","66","I","Work"
"1000257747043127297","flat,","67","72","I","Work"
"1000259866697576448","Andrea","12","18","B","Contributor"
"1000259866697576448","Falconiero","19","29","I","Contributor"
"1000259866697576448","Christina","31","40","B","Contributor"
"1000259866697576448","Pluhar","41","47","I","Contributor"
"1000259866697576448","Il","50","52","B","Work"
"1000259866697576448","primo","53","58","I","Work"
"1000259866697576448","libro","59","64","I","Work"
"1000259866697576448","di","65","67","I","Work"
"1000259866697576448","can","68","71","I","Work"
"1000261251078017024","Malcolm","12","19","B","Contributor"
"1000261251078017024","Arnold","20","26","I","Contributor"
"1000261251078017024","Phyllis","28","35","B","Contributor"
"1000261251078017024","Sellick","36","43","I","Contributor"
"1000261251078017024","Concerto","46","54","B","Work"
"1000261251078017024","for","55","58","I","Work"
"1000261251078017024","two","59","62","I","Work"
"1000261251078017024","pian","63","67","I","Work"
"1000265952221650944","William","12","19","B","Contributor"
"1000265952221650944","Byrd","20","24","I","Contributor"
"1000265952221650944","Tallis","26","32","B","Contributor"
"1000265952221650944","Scholars","33","41","I","Contributor"
"1000265952221650944","Laudibus","44","52","B","Work"
"1000265952221650944","in","53","55","I","Work"
"1000265952221650944","Sanctis","56","63","I","Work"
"1000267792858406912","Johann","12","18","B","Contributor"
"1000267792858406912","Sebastian","19","28","I","Contributor"
"1000267792858406912","Bach","29","33","I","Contributor"
"1000267792858406912","Keyboard","36","44","B","Work"
"1000267792858406912","Concerto","45","53","I","Work"
"1000267792858406912","No","54","56","I","Work"
"1000271777736675328","Claude","12","18","B","Contributor"
"1000271777736675328","Debussy","19","26","I","Contributor"
"1000271777736675328","Pierre","28","34","B","Contributor"
"1000271777736675328","Boulez","35","41","I","Contributor"
"1000271777736675328","Iberia","44","50","B","Work"
"1000271777736675328","(Images","51","58","I","Work"
"1000271777736675328","pour","59","63","I","Work"
"1000271777736675328","o","64","65","I","Work"
"1000273447224737793","Frédéric","12","20","B","Contributor"
"1000273447224737793","Chopin","21","27","I","Contributor"
"1000273447224737793","Benjamin","29","37","B","Contributor"
"1000273447224737793","Grosvenor","38","47","I","Contributor"
"1000273447224737793","Barcarolle","50","60","B","Work"
"1000273447224737793","in","61","63","I","Work"
"1000273447224737793","F","64","65","I","Work"
"1000273447224737793","sharp","66","71","I","Work"
"1000273447224737793","major","72","77","I","Work"
"1000275946920972289","Phyllis","12","19","B","Contributor"
"1000275946920972289","Tate","20","24","I","Contributor"
"1000275946920972289","London","26","32","B","Contributor"
"1000275946920972289","Philharmonic","33","45","I","Contributor"
"1000275946920972289","Orchestra","46","55","I","Contributor"
"1000275946920972289","London","58","64","B","Work"
"1000275946920972289","Fields","65","71","I","Work"
"1000275946920972289","–","72","73","I","Work"
"1000275946920972289","suite","74","79","I","Work"
"1000279628748087296","George","12","18","B","Contributor"
"1000279628748087296","Shearing","19","27","I","Contributor"
"1000279628748087296","Lullaby","56","63","B","Work"
"1000279628748087296","of","64","66","I","Work"
"1000279628748087296","Birdland","67","75","I","Work"
"1000281457523339264","Franz","12","17","B","Contributor"
"1000281457523339264","Berwald","18","25","I","Contributor"
"1000281457523339264","DR","27","29","B","Contributor"
"1000281457523339264","SymfoniOrkestret","30","46","I","Contributor"
"1000281457523339264","Elfenspiel","49","59","B","Work"
"1000284250342555649","Joseph","12","18","B","Contributor"
"1000284250342555649","Haydn","19","24","I","Contributor"
"1000284250342555649","Heidelberger","26","38","B","Contributor"
"1000284250342555649","Sinfoniker","39","49","I","Contributor"
"1000284250342555649","Symphony","52","60","B","Work"
"1000284250342555649","no.","61","64","I","Work"
