"TWEET_ID","DATE","TEXT","ENT"
"993036513641451520","Sun May 06 07:55:29 +0000 2018","Thanks to @BBCRadio3 for a nice plug for @ECEChoral Concert of two Bach motets at the beautiful St Cross Hospital, Winchester at 5pm today. Free of charge. Do come.","67,71,Contributor"
"993037015582167046","Sun May 06 07:57:28 +0000 2018","@BBCRadio3 Your picture is of a sycamore tree. If you're after a horse chestnut - think conkers."
"993038477036945408","Sun May 06 08:03:17 +0000 2018","""There was no one near to confuse me, so I was forced to become original."""
"993041106442051585","Sun May 06 08:13:44 +0000 2018","@traumagasdoc @BBCRadio3"
"993043131397476352","Sun May 06 08:21:47 +0000 2018","@HumanTourniquet @MaplesonF @BBCRadio3 I give you the feet of the accomplished pianist in my dream..."
"993043264835149824","Sun May 06 08:22:18 +0000 2018","@MissCarolineW @BBCRadio3 Yes I know the feeling!"
"993043447861927936","Sun May 06 08:23:02 +0000 2018","@mylena12011409 @MetOpera @BBCRadio3 @PlacidoDomingo Oh ma Juliette, je t'envoie plein de baisers 😘😉"
"993045147322650624","Sun May 06 08:29:47 +0000 2018","@BBCRadio3 Conkers? Bonkers! Note the seeds (keys) of that tree! BBC3, and its writers, really should get out more!"
"993045938716512256","Sun May 06 08:32:56 +0000 2018","@MovingPerform @BBCRadio3 @TomParnellMcr @bonaomi1 Which I promptly used to wash my mouth out!"
"993046087333302272","Sun May 06 08:33:31 +0000 2018","@BBCRadio3 how do we persuade Sarah Walker to stop playing horrible folk music? #tryeverythingonceexcept"
"993046158628057088","Sun May 06 08:33:48 +0000 2018","Exploring how Japan remembers World War Two today via the medium of movies..."
"993051864886325248","Sun May 06 08:56:29 +0000 2018","@drsarahwalker @BBCRadio3 @Papagenasingers @mckaystout @7digitalCreativ You’re playing all my favourite music this morning- used to play this Tippett at school and Tippett once conducted me playing solo violin 1 - unforgettable experience!","142,149,Contributor","164,171,Contributor","198,211,Work"
"993053716604444673","Sun May 06 09:03:50 +0000 2018","Wonderful piece on my album with @fantasticdrfox on @BBCRadio3 from last night's hear and now we are on at 11min but it's a great programme with @Neilluck introducing some great albums incl @RailtonLucy fab new cd."
"993056195324928000","Sun May 06 09:13:41 +0000 2018","@BenHoward__ @nickluscombe @BBCRadio3 @MusicityGlobal thanks Ben!"
"993057959272964096","Sun May 06 09:20:42 +0000 2018","@BBCRadio3 @BBCtrending well worth a listen."
"993060291972870144","Sun May 06 09:29:58 +0000 2018","Brilliant sounds from @Papagenasingers on #SundayMorning w @drsarahwalker @BBCRadio3 now"
"993064251228123136","Sun May 06 09:45:42 +0000 2018","Looking forward to hearing a recent performance of Artie Shaw's Clarinet Concerto on Wednesday @BBCRadio3. It was first heard in the Fred Astaire film Second Chorus (1940) - a film biography of Shaw. Harry James later recorded a version on his 1955 album Jazz Session.","51,61,Contributor","64,81,Work","194,198,Contributor","200,211,Contributor","255,267,Work"
"993064303795294208","Sun May 06 09:45:54 +0000 2018","@BBCRadio3 Wonderful mix of music this morning @drsarahwalker. I was just writing a piece on Dumbarton Oaks when you played. Now on of my favourite pieces of Walton - Partita, clearly has echoes of the first symphony.","93,107,Work","158,164,Contributor","167,174,Work","198,216,Work"
"993069999983153152","Sun May 06 10:08:33 +0000 2018","@BBCRadio3 Billie Holiday on R3 ... fab and looking forward to the nightingales tonight if I can stay awake","11,25,Contributor"
"993070087291789312","Sun May 06 10:08:53 +0000 2018","Half past midnight onwards : #BBCRadio3 #nightingales #CliveBell #SamLee #LauraMoody #SamAmidon #JohnBaily #VeronicaDoubleday #birdsong #Sussex #naturalhistory"
"993070339776270336","Sun May 06 10:09:54 +0000 2018","Some very Big Ideas wrapped up in some pretty eclectic music choices by @DrMatthewSweet @BBCRadio3"
"993070749949755392","Sun May 06 10:11:31 +0000 2018","Sonando el ""Spiegel im Spiegel"" en @BBCradio3 para toda Gran Bretaña. Oh. 👌💗🎼","12,30,Work"
"993071035875504128","Sun May 06 10:12:39 +0000 2018","I adore Spiegel im Spiegel. One of my first memories of classical music was hearing this @BBCRadio3 in the midst of the night as a teenager. @drsarahwalker I had to buy the recording made @tasminlittle and @MartinRoscoe1 #musicalmemories","8,26,Work"
"993072459388719104","Sun May 06 10:18:19 +0000 2018","THANX @Neilluck and Robert Worby for their words about my album last night on @BBCRadio3 ‘Hear and Now’. ‘Sounds like furniture being pushed down a staircase’ - 🙌 @ourmodernlove 🌴🌴 ‘The Critical Rush’ starts the show linked below:","20,32,Contributor","90,102,Work","185,202,Work"
"993075000092577792","Sun May 06 10:28:25 +0000 2018","@BBCRadio3 What matters ; Performance from the heart, vibrations !aesthetic quality timbre ,sensitivity ,passion ! It does not matter what you look like :)"
"993076932223885313","Sun May 06 10:36:05 +0000 2018","@drsarahwalker @BBCRadio3 @Papagenasingers @mckaystout @7digitalCreativ Justcaught the Handel Organ&gt;&gt;&gt;DO FISH OUT Corette's Opus 26, and some neglected T.Arne organ Works!! ;-))","87,93,Contributor","123,130,Contributor","133,140,Work","161,167,Contributor"
"993078280726241281","Sun May 06 10:41:27 +0000 2018","Forget the hours of practice and years of training. For some performers, walking out onto the stage is the hardest part of the job."
"993081586261340160","Sun May 06 10:54:35 +0000 2018","@RailtonLucy @Neilluck @BBCRadio3 @ourmodernlove ""Sounds like furniture being pushed down a staircase."" What a glorious compliment!"
"993086385618857984","Sun May 06 11:13:39 +0000 2018","Another blazing day in the garden. The clematis is out. Potting on tomato &amp; rudbeckia plants. @BBCRadio3 in the background. Just need a nice cool drink. #perfectlyrelaxing #gardening"
"993088004469284864","Sun May 06 11:20:05 +0000 2018","I love listening to Private Passions @BBCRadio3 on a Sunday afternoon."
"993089202052042752","Sun May 06 11:24:51 +0000 2018","A play about religion, surveillance, coercion, sex and power."
"993090323789303808","Sun May 06 11:29:18 +0000 2018","@MichaelBerkele2 @BBCRadio3 And including Dolores Keane Great choices #PrivatePassions","42,55,Contributor"
"993090825939816448","Sun May 06 11:31:18 +0000 2018","@BBCRadio3 #lubainahimid listen now"
"993091574929264640","Sun May 06 11:34:16 +0000 2018","Private Passions - Lubaina Himid - black British artist @BBCRadio3"
"993091793507045376","Sun May 06 11:35:08 +0000 2018","Never Be the Sun - Donal MacDonagh Long - @BBCRadio3 So tender.","0,16,Work","19,39,Contributor"
"993091889371996160","Sun May 06 11:35:31 +0000 2018","@hannahcfrench @andrewCDmcg @BBCRadio3 Mmm. How interesting it would be to hear a version from e.g. Isabelle Faust ...","100,114,Contributor"
"993093810937847813","Sun May 06 11:43:09 +0000 2018","@BBCRadio3 .......has been sublime all day so far 👍"
"993093884526956544","Sun May 06 11:43:27 +0000 2018","Really enjoying listening to @1lubaina ‘s wise words about ideas, making art, artists and music choices on @BBCRadio3 today Thank you!"
"993094486065664000","Sun May 06 11:45:50 +0000 2018","""Forget chanting on a mountaintop with bald monks shouting at you... You can just listen to music and find that same degree of peace and calm that we so desperately need."""
"993097327907819521","Sun May 06 11:57:08 +0000 2018","@ANethsingha @SJCChoir @BBCRadio3 @KnightofNorbury How about that for a relaxing hour this pm ..... of course it could be a lovely crisp savignon blanc or a good Aussie red!"
"993098673063153664","Sun May 06 12:02:29 +0000 2018","And lovely programme choices from Lubaina Himid @BBCRadio3 #PrivatePassions @LoftusMedia @MichaelBerkele2"
"993100844349390848","Sun May 06 12:11:06 +0000 2018","""I think we all felt an enormous sense of freedom."""
"993101824004505601","Sun May 06 12:15:00 +0000 2018","Yesterday's Building a Library on @BBCRadio3's #recordreview saw @hannahcfrench explore Corelli’s Violin Sonatas Op. 5. Linn's recording by @AvisonEnsemble &amp; Pavlo Beznosiuk was one of those singled out for recommendation.","88,95,Contributor","98,118,Work","120,124,Contributor","162,177,Contributor"
"993106181395804161","Sun May 06 12:32:19 +0000 2018","Moroccan singer Aïcha Redouane &amp; Al-Adwar Ensemble perform 'Uhibbuka hubbayn based on a poem by female Sufi poet Rabia al-Adawiyya","16,30,Contributor","37,54,Contributor","64,80,Work"
"993108975267835904","Sun May 06 12:43:25 +0000 2018","Is anyone able to tell me the correct name for the producer of @BBCRadio3 #Unclassified with @ElizabethAlker? #NewMusicNewThinking"
"993110918673256454","Sun May 06 12:51:08 +0000 2018","@ANethsingha @SJCChoir @BBCRadio3 And a gin and tonic (or a bottle of gin and the requisite amount of tonic)"
"993112133209657344","Sun May 06 12:55:58 +0000 2018","What does freedom in improvisation mean?"
"993113011840745473","Sun May 06 12:59:27 +0000 2018","@BBCRadio3 More to the point, how could you have unfree improvisation?"
"993113385268064256","Sun May 06 13:00:56 +0000 2018","Radio 3 Lunchtime Concert - Wigmore Hall Mondays: Hille Perl and Lee Santana - @BBCRadio3 Fabulous!","50,60,Contributor","65,76,Contributor"
"993116853798096898","Sun May 06 13:14:43 +0000 2018","@Dinosaur_band @AllAboutJazz @EditionRecords @MercuryPrize @KingsPlace @BBCRadio3 @CheltJazzFest @conorchaplin @ElliotGalvin @CDPlayaa @LauraJurd 😮great review!!"
"993117942089994241","Sun May 06 13:19:03 +0000 2018","Ep 5 of #BBCYoungMusician podcast is live now - and percussionist Colin Currie dials in with tips for being your best self on stage. Subscribe wherever you get your podcasts:","66,78,Contributor"
"993119627927543810","Sun May 06 13:25:45 +0000 2018","Sunday Morning - Sarah Walker with Mozart and Stravinsky - @BBCRadio3","35,41,Contributor","46,56,Contributor"
"993123514914934785","Sun May 06 13:41:11 +0000 2018","🐟 Sounds a bit fishy?"
"993123801255866371","Sun May 06 13:42:20 +0000 2018","@BBCRadio3 I will assume, though, that James hasn't gone to a mountaintop to spend time chanting with monks."
"993125568127348737","Sun May 06 13:49:21 +0000 2018","A beautiful afternoon for shorts, spritzer, garden and the exquisite pleasure that is @BBCRadio3 #EarlyMusicShow with bonus helping from #LunchtimeConcert @wigmore_hall .#bliss"
"993129075467341824","Sun May 06 14:03:17 +0000 2018","What do Ulysses, Doctor Zhivago, Anne Frank's Diary and The Long Walk to Freedom have in common?"
"993130456618070016","Sun May 06 14:08:46 +0000 2018","@BBCRadio3 Song Thrush?"
"993131060446859264","Sun May 06 14:11:10 +0000 2018","@BBCRadio3 Blackbird?"
"993133009556602881","Sun May 06 14:18:55 +0000 2018","@SevernSearcher @BBCRadio3 My thought is some warbler. I don't know it but it is lovely. What a repertoire!"
"993133293947248642","Sun May 06 14:20:03 +0000 2018","@BBCRadio3 Nightingale"
"993133645614518273","Sun May 06 14:21:27 +0000 2018","@BBCRadio3 Blackbird"
"993133741479481345","Sun May 06 14:21:50 +0000 2018","@BBCRadio3 A Wren in full flow but I don't think that's right."
"993133776153833474","Sun May 06 14:21:58 +0000 2018","@BBCRadio3 Turdus merula"
"993135184227823616","Sun May 06 14:27:34 +0000 2018","Words and Music - The Uncanny - @BBCRadio3 looking forward to this later in keeping with #FreudDay #RadioactiveListening @UniShefHumLab @SheffieldGothic @TheReimagining @sheffhallamuni @shsuprss @sheffielduni @ShefEnglish @SheffieldAlumni #MusicIsLife"
"993136993914773509","Sun May 06 14:34:45 +0000 2018","Thank you @BBCRadio3! Lovely to hear #Howells Gloucester Service this afternoon - many happy memories of Chapel Choir @RHULChapelChoir @RoyalHolloway 🎶"
"993137730312966145","Sun May 06 14:37:41 +0000 2018","@BBCRadio3 Song thrush"
"993138432825229312","Sun May 06 14:40:28 +0000 2018","@BBCRadio3 ""Muses""? you mean women he liked?"
"993139082778755078","Sun May 06 14:43:03 +0000 2018","Something special coming on 'Unclassified' tonight, curated by @elizabethalker @BBCRadio3 #unclassified 2330 BST |"
"993139195278495744","Sun May 06 14:43:30 +0000 2018","@BBCRadio3 My blackbirds are more whistle and croak at the end. I think possibly thrush."
"993139665665486848","Sun May 06 14:45:22 +0000 2018","@BBCRadio3 Nightingale"
"993140199692611587","Sun May 06 14:47:29 +0000 2018","@BBCRadio3 Nightingale ❤️"
"993140469214470145","Sun May 06 14:48:34 +0000 2018","“You're an absolute shower!”"
"993141149580890114","Sun May 06 14:51:16 +0000 2018","Thanks @stjohnscam @BBCRadio3 for #ChoralEvensong this glorious afternoon #DumTransissetSabbatum - utterly ethereal!"
"993141693934338048","Sun May 06 14:53:26 +0000 2018","@BBCRadio3 From the outline it looks like a Blackbird but the song is not fruity enough so I think it's a warbler and I'm going to say Nightingale"
"993142112425259008","Sun May 06 14:55:05 +0000 2018","@BBCRadio3 Would you call Peter Pears Benjamin Britten's Muse? Or is the term only applicable to women?","26,37,Contributor","38,54,Contributor"
"993145847050330113","Sun May 06 15:09:56 +0000 2018","Afrobeat star @RealSeunKuti introduces a mixtape including his father Fela Kuti's Unknown Soldier","70,79,Contributor","82,97,Work"
"993148493316345856","Sun May 06 15:20:27 +0000 2018","Beautiful! Thank you BBCRadio3 !"
"993148583057788935","Sun May 06 15:20:48 +0000 2018","@BBCRadio3 Nightingale"
"993150005421662208","Sun May 06 15:26:27 +0000 2018","@BBCRadio3 W O W !"
"993150654511288320","Sun May 06 15:29:02 +0000 2018","@BBCRadio3 A songy"
"993151487021912065","Sun May 06 15:32:21 +0000 2018","@BBCRadio3 @Jendscott Want this as my morning alarm!"
"993151752143851522","Sun May 06 15:33:24 +0000 2018","@NGHPPD @BBCRadio3 I’m going to record our morning alarm tomorrow. It’s amazing! Even if it does start around 3.45"
"993152014417739776","Sun May 06 15:34:26 +0000 2018","@BBCRadio3 I just signed up for your ‘clip of the day’. Thank you! Brilliant!"
"993153863552204800","Sun May 06 15:41:47 +0000 2018","Ooh, Matron. Now that @BBCRadio3 tweet could mean one of two very different things, depending on whether that's ""shower"" or ""shower""."
"993169557304020992","Sun May 06 16:44:09 +0000 2018","@IAMKP @BBCRadio3 Catch it on iPlayer. Loved it. If you haven’t - do it ! 😎"
"993171416177659904","Sun May 06 16:51:32 +0000 2018","Listened to @BBCRadio3 on my run this morning - Stravinsky, &amp; Mozart. I found it energising (I usually run with my own thoughts only, but needed motivation post Pembs/Paris to get me back into it)! It worked 👍 #running #motivation","48,58,Contributor","66,72,Contributor"
"993172136595542016","Sun May 06 16:54:24 +0000 2018","@BBCRadio3 Song thrush"
"993172904182460416","Sun May 06 16:57:27 +0000 2018","This was on @BBCRadio3 this morning, and has been in my head all day - Robeson's uniquely thrilling voice, and a gentle, sunny Bank Holiday vibe...","71,78,Contributor"
"993174553613553670","Sun May 06 17:04:00 +0000 2018","We asked a cellist to perform a duet with a nightingale, outside, in the woods, in the dead of night. So what was that like?"
"993177375906107392","Sun May 06 17:15:13 +0000 2018","Grab some 🎧 to test your knowledge of the natural world (and perhaps learn a thing or two) with a delightfully relaxing #birdsong quiz."
"993178434783326208","Sun May 06 17:19:25 +0000 2018","Cello (Laura Moody) and nightingales from @BBCRadio3","7,18,Contributor"
"993179968485117952","Sun May 06 17:25:31 +0000 2018","@RailtonLucy @Neilluck @BBCRadio3 @ourmodernlove Haha brilliant"
"993181542682910722","Sun May 06 17:31:46 +0000 2018","Does anyone know if @BBCRadio3 words and music is available as a podcast? #wordsandmusic #bbcradio3 #relaxing"
"993181754646323200","Sun May 06 17:32:37 +0000 2018","@LissaKEvans @BBCRadio3 ""This video contains content from WMG, who has blocked it in your country on copyright grounds."" :( So for my fellow Americans :)"
"993184423888785413","Sun May 06 17:43:13 +0000 2018","@IAMKP @BBCRadio3 Also featured on Pick of the Week"
"993185017621893120","Sun May 06 17:45:35 +0000 2018","@beleagueredst @BBCRadio3 Thank you!"
"993185038564020225","Sun May 06 17:45:40 +0000 2018","@LissaKEvans @WhenIsBirths @BBCRadio3 I love, love, love Paul Robeson - he was a trail-blazing, barrier-breaking, multi-talented lefty.","57,69,Contributor"
"993186035621392394","Sun May 06 17:49:38 +0000 2018","@heather_roche @fantasticdrfox @BBCRadio3 @Neilluck @RailtonLucy Great! They were trying to fit a track from my trio album on the show too, but unfortunately had to cut it for time."
"993186479856934912","Sun May 06 17:51:23 +0000 2018","@BBCRadio3 A thrush"
"993186879532158976","Sun May 06 17:52:59 +0000 2018","who knew #Kinsey was an expert on #gall #wasps @BBCRadio3 #sexual #research 70 yrs since the #KinseyReport was published @BisexualHistory @BishopsgateInst @LGBTHistoryNE @HantsPoliceLGBT"
"993187775229947904","Sun May 06 17:56:32 +0000 2018","@BBCRadio3 @RealSeunKuti I like us !!!!"
"993188604007591937","Sun May 06 17:59:50 +0000 2018","@GraemeMuirhead @IAMKP @BBCRadio3 Great choices on #POTW #Radio4"
"993195242722594817","Sun May 06 18:26:13 +0000 2018","@BBCRadio3 So beautiful. Love to all bbc radios and Chris"
"993195417214115840","Sun May 06 18:26:54 +0000 2018","@BBCRadio3 Yes"
"993195475301011457","Sun May 06 18:27:08 +0000 2018","Just heard a few minutes of this wonderfully @BBCRadio3 sounding programme: - before @BBCTheArchers - will need to listen again later."
"993203243617603584","Sun May 06 18:58:00 +0000 2018","Does it matter what musicians look like when they perform? Colin Currie joins the #BBCYoungMusician podcast team to discuss performance in episode 5:","60,72,Contributor"
"993206205869903874","Sun May 06 19:09:47 +0000 2018","Have a go....the sounds of spring with #birdsong from @BBCRadio3"
"993206436497907712","Sun May 06 19:10:42 +0000 2018","@BBCRadio3 Black bird"
"993206754958872578","Sun May 06 19:11:57 +0000 2018","Slow Radio - Nick Luscombe’s Japanese journey - @BBCRadio3","13,26,Contributor","29,45,Work"
"993206838035468288","Sun May 06 19:12:17 +0000 2018","Wonderful Winters Tale on @BBCRadio3 now....one of my favourite plays 🐻"
"993208417727713280","Sun May 06 19:18:34 +0000 2018","""It's crazy stuff that I just adore..."" @cerysmatthews with picks from Africa and India in her Music Planet Mixtape:"
"993208682317049858","Sun May 06 19:19:37 +0000 2018","Drama on 3 - The Winter's Tale - @BBCRadio3"
"993209388394602497","Sun May 06 19:22:25 +0000 2018","@BBCRadio3 Nightingale?"
"993210559784013826","Sun May 06 19:27:05 +0000 2018","@BBCRadio3 Nightingale....how lovely!"
"993217911094464517","Sun May 06 19:56:17 +0000 2018","Glad to hear that #liliboulanger is getting some attention on @BBCRadio3 this week. Here's my drawing of her. #femalecomposers @etsy"
"993218533243998208","Sun May 06 19:58:46 +0000 2018","How did you sleep last night? If the answer is ""not well"", you should listen to this. Sleep - the Freedom to Think:"
"993219245420023808","Sun May 06 20:01:35 +0000 2018","@ox_chinacentre @BBCRadio3 you should talk about India ,need to learn from china."
"993220328011726848","Sun May 06 20:05:53 +0000 2018","@BBCRadio3 Yes Nightingale"
"993220568114778112","Sun May 06 20:06:51 +0000 2018","Very happy to have been on @BBCRadio3 this morning with @drsarahwalker. Catch us at 1 hour 27 mins in! #SundayMorning #cattlecall #purcell #womeninmusic"
"993222499944091648","Sun May 06 20:14:31 +0000 2018","@BBCRadio3 Nightingale"
"993225096461504512","Sun May 06 20:24:50 +0000 2018","This Thursday I’ll be a guest of @DrMatthewSweet on #FreeThinking @BBCRadio3 .. talking about the human voice. Playing Shirley Porter offers rich content! #shirleymander @PlaygroundW10","119,133,Contributor"
"993225682342891522","Sun May 06 20:27:10 +0000 2018","At @sftoc in a Manchester heatwave ☀️ but not forgetting that TONIGHT #Unclassified is on @BBCRadio3 at 11:30 with gorgeous music by @kinbraemusic @LUNG_DART @aukaimusic @Jon_Hopkins_ @colin_stetson @n_atlanticdrift @JGhedi @AVAmusic and more 🎧"
"993225790803365888","Sun May 06 20:27:36 +0000 2018","@BBCRadio3 Looks like a blackbird to me."
"993240914817683459","Sun May 06 21:27:42 +0000 2018","TONIGHT we feature on the wonderful @elizabethalker show #Unclassified on @BBCRadio3 - tune in!"
"993241109072633859","Sun May 06 21:28:28 +0000 2018","@RClaytonChester @ChoralEvensong @BBCRadio3 Suspect it was @SJCChoir although we sing magical Howells too sometimes :)","94,101,Contributor"
"993242090309144577","Sun May 06 21:32:22 +0000 2018","Some @kinbraemusic getting played tonight on the great #Unclassified programme by @elizabethalker on @BBCRadio3"
"993242771518566401","Sun May 06 21:35:04 +0000 2018","Listen to @BBCRadio3 from 00:30 to 03:30 tonight for a magical late night #SlowRadio experience, as 4 musicians in the #Sussex woods play nocturnal music with the #nightingale, who gather there to sing at night each spring. #Radio3"
"993249186723385344","Sun May 06 22:00:34 +0000 2018","Drama on 3 - The Merchant of Venice - @BBCRadio3"
"993252173638225921","Sun May 06 22:12:26 +0000 2018","@Martin39519238 @WhenIsBirths @BBCRadio3 And so badly treated by the USA...."
"993260650209120261","Sun May 06 22:46:07 +0000 2018","@elizabethalker @sftoc @BBCRadio3 @kinbraemusic @LUNG_DART @aukaimusic @Jon_Hopkins_ @colin_stetson @n_atlanticdrift @JGhedi @AVAmusic Truly delightful music so far by Colin Stetson and Jim Ghedi","168,181,Contributor","186,195,Contributor"
"993261220919693319","Sun May 06 22:48:23 +0000 2018","@elizabethalker @sftoc @BBCRadio3 @kinbraemusic @LUNG_DART @aukaimusic @Jon_Hopkins_ @colin_stetson @n_atlanticdrift @JGhedi @AVAmusic Loving #Unclassified. Genius idea."
"993263373969047552","Sun May 06 22:56:56 +0000 2018","""droney violin from Zachary Paul"" (with #patrickshiroishi on sax), coming soon... @elizabethalker #unclassified @BBCRadio3 #zacharypaul","20,32,Contributor"
"993263928221356038","Sun May 06 22:59:09 +0000 2018","Perfect Sunday night vibe on 'Unclassified' @BBCRadio3. Ta."
"993264672160694272","Sun May 06 23:02:06 +0000 2018","Thanks to @elizabethalker for including us in the most recent #Unclassified episode on @BBCRadio3"
"993272613878337536","Sun May 06 23:33:39 +0000 2018","Unbelievable dross from @elizabethalker on #unclassified. Unclassifiable? It's New Age sludge c. 1985. @BBCRadio3 plays music for health farms. @BBCR4Feedback"
"993273408665333761","Sun May 06 23:36:49 +0000 2018","This is a truly magical, unmissable listening experience. Headphones recommended. #Nightingales #SlowRadio"
"993274728398934016","Sun May 06 23:42:04 +0000 2018","Slow Radio - Nightingales - @BBCRadio3","13,25,Contributor"
"993274755599011840","Sun May 06 23:42:10 +0000 2018","For all you night folk: Nightingales (and other musicians) now live in @BBCRadio3","24,36,Contributor"
"993296094380679168","Mon May 07 01:06:58 +0000 2018","@BBCRadio3 Enjoying #nightingales &amp; appreciate the amount of time that's pure birdsong. They're like slower cousins of the North American Wood Thrush which is the sound of the forest. My thanks to everyone involved"
"993315974559526912","Mon May 07 02:25:57 +0000 2018","@BBCRadio3 #NewDrop ""PULL UP""🔥🔥 @eddykenzoficial ft @harmonize_tz #RootsNewAlbumDroppingSoonEddyKenzo"
"993316556825341952","Mon May 07 02:28:16 +0000 2018","@BBCRadio3 [22/04 14:02] Bigtalent Diva: #NewDrop ""PULL UP""🔥🔥 @eddykenzoficial ft @harmonize_tz #RootsNewAlbumDroppingSoonEddyKenzo"
"993320602495746048","Mon May 07 02:44:21 +0000 2018","@elizabethalker @sftoc @BBCRadio3 @kinbraemusic @LUNG_DART @aukaimusic @Jon_Hopkins_ @colin_stetson @n_atlanticdrift @JGhedi @AVAmusic I will defo have a listen in the morning on #iPlayer. This is such a wonderful series. Thank you @elizabethalker"
"993332273616441345","Mon May 07 03:30:43 +0000 2018","@BBCRadio3 Still available. Was pretty magic as nightingales from Sussex faded and the dawn chorus began."
"993336285891833856","Mon May 07 03:46:40 +0000 2018","@BBCRadio3 Morning!!😀"
"993340768097128448","Mon May 07 04:04:29 +0000 2018","@BBCRadio3 Beautiful and enchanting. Is there a playlist?"
"993351778820345857","Mon May 07 04:48:14 +0000 2018","Morning! Here’s George Orwell bathed in sunshine outside BH at 5.39 this morning. It’s me on @BBCRadio3 this morning; Gabrieli, Mozart, Bach and Erollyn Wallen in the first hour alone. Do join us!","118,126,Contributor","128,134,Contributor","136,140,Contributor","145,159,Contributor"
"993358622305456130","Mon May 07 05:15:25 +0000 2018","@BBCRadio3 Nightingale."
"993364665022533632","Mon May 07 05:39:26 +0000 2018","Unclassified - Let go - @BBCRadio3. Stroll soundtrack: mood music, epic music, thoughtful music. Highly recommended!"
"993369998948229120","Mon May 07 06:00:38 +0000 2018","Listened to the first few episodes of #Unclassified on @BBCRadio3. Really great show. Genuine and inspiring. Discovered so much great music. Good job @elizabethalker"
"993370702362357761","Mon May 07 06:03:26 +0000 2018","Breakfast - Monday - Georgia Mann - @BBCRadio3"
"993378509149138944","Mon May 07 06:34:27 +0000 2018","Lovely Sound The Trumpet on @BBCRadio3 as we're driving to the coast","7,24,Work"
